default_name,version,is_default,rt_id_array,displayed_version_name
Spider-Man,{Garfield},f,{113},The Amazing Spider-Man
Spider-Man,{Andrew},f,{113},The Amazing Spider-Man
Spider-Man,"{`"Amazing Spider Man`"}",f,{113},The Amazing Spider-Man
Spider-Man,"{`"Amazing Spiderman`"}",f,{113},The Amazing Spider-Man
Spider-Man,{ASM},f,{113},The Amazing Spider-Man
Daredevil,{2003},f,{115},Daredevil film 2003
Daredevil,{film},f,{115},Daredevil film 2003
Daredevil,{movie},f,{115},Daredevil film 2003
Daredevil,{movies},f,{115},Daredevil film 2003
Elektra,"{`"Daredevil 2003`"}",f,{116},Daredevil/Elektra films
Elektra,{film},f,{116},Daredevil/Elektra films
Elektra,{movie},f,{116},Daredevil/Elektra films
Elektra,{movies},f,{116},Daredevil/Elektra films
Elektra,{2005},f,{116},Daredevil/Elektra films
The Hand,"{`"Elektra 2005`"}",f,{117},Elektra film 2005
The Hand,"{`"Elektra film`"}",f,{117},Elektra film 2005
The Hand,"{`"Elektra movie`"}",f,{117},Elektra film 2005
Kirigi,"{`"Elektra 2005`"}",f,{117},Elektra film 2005
Kirigi,"{`"Elektra film`"}",f,{117},Elektra film 2005
Kirigi,"{`"Elektra movie`"}",f,{117},Elektra film 2005
Tattoo,"{`"Elektra 2005`"}",f,{117},Elektra film 2005
Tattoo,"{`"Elektra film`"}",f,{117},Elektra film 2005
Tattoo,"{`"Elektra movie`"}",f,{117},Elektra film 2005
Stone,"{`"Elektra 2005`"}",f,{117},Elektra film 2005
Stone,"{`"Elektra film`"}",f,{117},Elektra film 2005
Stone,"{`"Elektra movie`"}",f,{117},Elektra film 2005
Typhoid,"{`"Elektra 2005`"}",f,{117},Elektra film 2005
Typhoid,"{`"Elektra film`"}",f,{117},Elektra film 2005
Typhoid,"{`"Elektra movie`"}",f,{117},Elektra film 2005
Kinkou,"{`"Elektra 2005`"}",f,{117},Elektra film 2005
Kinkou,"{`"Elektra film`"}",f,{117},Elektra film 2005
Kinkou,"{`"Elektra movie`"}",f,{117},Elektra film 2005
Aquaman,"{`"DC Extended Universe`"}",f,{118},DCEU
Aquaman,{DCEU},f,{118},DCEU
Aquaman,{movie},f,{118},DCEU
Batman,"{`"DC Extended Universe`"}",f,{119},DCEU
Batman,{DCEU},f,{119},DCEU
Batman,"{`"DC Cinematic Universe`"}",f,{119},DCEU
Batman,{DCCU},f,{119},DCEU
Batman,"{`"Man of Steel`"}",f,{119},DCEU
Batman,{MoS},f,{119},DCEU
Batman,"{`"Batman v Superman`"}",f,{119},DCEU
Electro,"{`"TASM\\d?`"}",f,{110},The Amazing Spider-Man
Green Goblin,"{`"Amazing Spider(-| )?Mans?`"}",f,{111},The Amazing Spider-Man
Lizard,"{`"Amazing Spider(-| )?Mans?`"}",f,{112},The Amazing Spider-Man
Spider-Man,"{`"Amazing Spider(-| )?Mans?`"}",f,{113},The Amazing Spider-Man
Bullseye,"{`"Daredevil 2003`"}",f,{114},Daredevil film 2003
Bullseye,"{`"Daredevil film`"}",f,{114},Daredevil film 2003
Bullseye,"{`"Daredevil movie`"}",f,{114},Daredevil film 2003
Batman,{BvS},f,{119},DCEU
Batman,"{`"Dawn of Justice`"}",f,{119},DCEU
Batman,{DoJ},f,{119},DCEU
Batman,{Batfleck},f,{119},DCEU
Batman,{Affleck},f,{119},DCEU
Black Manta,"{`"DC Extended Universe`"}",f,{120},DCEU
Black Manta,"{`"DC Cinematic Universe`"}",f,{120},DCEU
Black Manta,{DCCU},f,{120},DCEU
Deadshot,"{`"DC Extended Universe`"}",f,{121},DCEU
Deadshot,{DCEU},f,{121},DCEU
Deadshot,"{`"DC Cinematic Universe`"}",f,{121},DCEU
Deadshot,{DCCU},f,{121},DCEU
Deadshot,"{DC,movies}",f,{121},DCEU
Deadshot,"{`"Suicide Squad`"}",f,{121},DCEU
Deadshot,{Smith},f,{121},DCEU
Doomsday,"{`"DC Extended Universe`"}",f,{122},DCEU
Doomsday,{DCEU},f,{122},DCEU
Doomsday,"{`"DC Cinematic Universe`"}",f,{122},DCEU
Doomsday,{DCCU},f,{122},DCEU
Doomsday,{movie},f,{122},DCEU
Doomsday,{movies},f,{122},DCEU
Doomsday,{film},f,{122},DCEU
Doomsday,{films},f,{122},DCEU
Doomsday,"{`"Batman v Superman`"}",f,{122},DCEU
Doomsday,{BvS},f,{122},DCEU
Doomsday,"{`"Dawn of Justice`"}",f,{122},DCEU
Doomsday,{DoJ},f,{122},DCEU
Superman,"{`"DC Extended Universe`"}",f,{130},DCEU
Superman,{DCEU},f,{130},DCEU
Superman,"{`"DC Cinematic Universe`"}",f,{130},DCEU
Superman,{DCCU},f,{130},DCEU
Superman,"{`"Batman v Superman`"}",f,{130},DCEU
Superman,{BvS},f,{130},DCEU
Superman,"{`"Dawn of Justice`"}",f,{130},DCEU
Superman,{DoJ},f,{130},DCEU
Wonder Woman,"{`"DC Extended Universe`"}",f,{131},DCEU
Wonder Woman,{DCEU},f,{131},DCEU
Wonder Woman,"{`"DC Cinematic Universe`"}",f,{131},DCEU
Wonder Woman,{DCCU},f,{131},DCEU
Wonder Woman,"{`"Batman v Superman`"}",f,{131},DCEU
Wonder Woman,{BvS},f,{131},DCEU
Wonder Woman,"{`"Dawn of Justice`"}",f,{131},DCEU
Wonder Woman,{DoJ},f,{131},DCEU
Wonder Woman,{movie},f,{131},DCEU
Diana,"{`"DC Extended Universe`"}",f,{131},DCEU
Diana,{DCEU},f,{131},DCEU
Diana,"{`"DC Cinematic Universe`"}",f,{131},DCEU
Diana,{DCCU},f,{131},DCEU
Diana,"{`"Batman v Superman`"}",f,{131},DCEU
Diana,{BvS},f,{131},DCEU
Diana,"{`"Dawn of Justice`"}",f,{131},DCEU
Diana,{DoJ},f,{131},DCEU
Justice League,"{`"DC Extended Universe`"}",f,{123},DCEU
Justice League,{DCEU},f,{123},DCEU
Justice League,"{`"DC Cinematic Universe`"}",f,{123},DCEU
Justice League,{DCCU},f,{123},DCEU
Justice League,"{`"Batman v Superman`"}",f,{123},DCEU
Justice League,{BvS},f,{123},DCEU
Justice League,"{`"Dawn of Justice`"}",f,{123},DCEU
Justice League,{DoJ},f,{123},DCEU
Justice League,{movie},f,{123},DCEU
Justice League,{film},f,{123},DCEU
Aquaman,{Composite},f,"{1485,1486,1487}",Composite
Aquaman,"{`"New 52`"}",f,{1486},New 52 / Rebirth
Aquaman,{N-?52},f,{1486},New 52 / Rebirth
Aquaman,"{`"Post(-| )52`"}",f,{1486},New 52 / Rebirth
Doomsday,"{`"Batman v\\. Superman`"}",f,{122},DCEU
Superman,"{`"Batman v\\. Superman`"}",f,{130},DCEU
Korg,"{`"Marvel Cinematic`"}",f,{250},MCU
Korg,{MCU},f,{250},MCU
Korg,{199999},f,{250},MCU
Korg,{movie},f,{250},MCU
Korg,{movies},f,{250},MCU
Undertaker,{Keyfabe},f,{76},WWE
Undertaker,"{`"John Cena`"}",f,{76},WWE
Katana,"{`"DC Extended Universe`"}",f,{124},DCEU
Katana,{DCEU},f,{124},DCEU
Katana,"{`"DC Cinematic Universe`"}",f,{124},DCEU
Katana,{DCCU},f,{124},DCEU
Katana,"{`"Suicide Squad`",movie}",f,{124},DCEU
Mera,"{`"DC Extended Universe`"}",f,{125},DCEU
Mera,{DCEU},f,{125},DCEU
Mera,"{`"DC Cinematic Universe`"}",f,{125},DCEU
Mera,{DCCU},f,{125},DCEU
Ocean Master,"{`"DC Extended Universe`"}",f,{126},DCEU
Ocean Master,{DCEU},f,{126},DCEU
Ocean Master,"{`"DC Cinematic Universe`"}",f,{126},DCEU
Ocean Master,{DCCU},f,{126},DCEU
Panda Man,"{`"DC Extended Universe`"}",f,{127},DCEU
Panda Man,{DCEU},f,{127},DCEU
Panda Man,"{`"DC Cinematic Universe`"}",f,{127},DCEU
Panda Man,{DCCU},f,{127},DCEU
Panda Man,"{`"Suicide Squad`",movie}",f,{127},DCEU
Steppenwolf,"{`"DC Extended Universe`"}",f,{128},DCEU
Steppenwolf,{DCEU},f,{128},DCEU
Steppenwolf,"{`"DC Cinematic Universe`"}",f,{128},DCEU
Steppenwolf,{DCCU},f,{128},DCEU
Steppenwolf,"{`"Justice League film`"}",f,{128},DCEU
Steppenwolf,"{`"Justice League movie`"}",f,{128},DCEU
General Zod,"{`"DC Extended Universe`"}",f,{132},DCEU
General Zod,{DCEU},f,{132},DCEU
General Zod,"{`"DC Cinematic Universe`"}",f,{132},DCEU
General Zod,{DCCU},f,{132},DCEU
General Zod,"{`"Man of Steel`"}",f,{132},DCEU
General Zod,{MoS},f,{132},DCEU
Suicide Squad,{movie},f,{129},DCEU
Suicide Squad,"{`"DC Extended Universe`"}",f,{129},DCEU
Suicide Squad,{DCEU},f,{129},DCEU
Suicide Squad,"{`"DC Cinematic Universe`"}",f,{129},DCEU
Suicide Squad,{DCCU},f,{129},DCEU
Captain Boomerang,"{`"DC Extended Universe`"}",f,{129},DCEU
Captain Boomerang,{DCEU},f,{129},DCEU
Captain Boomerang,"{`"DC Cinematic Universe`"}",f,{129},DCEU
Captain Boomerang,{DCCU},f,{129},DCEU
Captain Boomerang,"{`"Suicide Squad`",movie}",f,{129},DCEU
Rick Flag,"{`"DC Extended Universe`"}",f,{129},DCEU
Rick Flag,{DCEU},f,{129},DCEU
Rick Flag,"{`"DC Cinematic Universe`"}",f,{129},DCEU
Rick Flag,{DCCU},f,{129},DCEU
Rick Flag,"{`"Suicide Squad`",movie}",f,{129},DCEU
Killer Croc,"{`"DC Extended Universe`"}",f,{129},DCEU
Killer Croc,{DCEU},f,{129},DCEU
Killer Croc,"{`"DC Cinematic Universe`"}",f,{129},DCEU
Killer Croc,{DCCU},f,{129},DCEU
Killer Croc,"{`"Suicide Squad`",movie}",f,{129},DCEU
Enchantress,"{`"DC Extended Universe`"}",f,{129},DCEU
Enchantress,{DCEU},f,{129},DCEU
Enchantress,"{`"DC Cinematic Universe`"}",f,{129},DCEU
Enchantress,{DCCU},f,{129},DCEU
Enchantress,"{`"Suicide Squad`",movie}",f,{129},DCEU
Harley Quinn,"{`"DC Extended Universe`"}",f,{129},DCEU
Harley Quinn,{DCEU},f,{129},DCEU
Harley Quinn,"{`"DC Cinematic Universe`"}",f,{129},DCEU
Harley Quinn,{DCCU},f,{129},DCEU
Harley Quinn,"{`"Suicide Squad`",movie}",f,{129},DCEU
El Diablo,"{`"DC Extended Universe`"}",f,{129},DCEU
El Diablo,{DCEU},f,{129},DCEU
El Diablo,"{`"DC Cinematic Universe`"}",f,{129},DCEU
El Diablo,{DCCU},f,{129},DCEU
El Diablo,"{`"Suicide Squad`",movie}",f,{129},DCEU
Slipknot,"{`"DC Extended Universe`"}",f,{129},DCEU
Slipknot,{DCEU},f,{129},DCEU
Slipknot,"{`"DC Cinematic Universe`"}",f,{129},DCEU
Slipknot,{DCCU},f,{129},DCEU
Slipknot,"{`"Suicide Squad`",movie}",f,{129},DCEU
Alucard,{Netflix},f,{1252},Netflix's Castlevania
Dracula,{Netflix},f,{1253},Netflix's Castlevania
Godbrand,{Netflix},f,{1254},Netflix's Castlevania
Sypha Belnades,{Netflix},f,{1255},Netflix's Castlevania
Trevor C. Belmont,{Netflix},f,{1256},Netflix's Castlevania
Brian O'Conner,{F&F},t,{133},The Fast and the Furious
Brian O'Conner,"{`"Fast and Furious`"}",t,{133},The Fast and the Furious
Brian O'Conner,"{`"Fast & Furious`"}",t,{133},The Fast and the Furious
Brian O'Conner,"{`"Fast and the Furious`"}",t,{133},The Fast and the Furious
Deckard Shaw,{F&F},t,{134},The Fast and the Furious
Deckard Shaw,"{`"Fast and Furious`"}",t,{134},The Fast and the Furious
Deckard Shaw,"{`"Fast & Furious`"}",t,{134},The Fast and the Furious
Deckard Shaw,"{`"Fast and the Furious`"}",t,{134},The Fast and the Furious
Dominic Toretto,{F&F},t,{135},The Fast and the Furious
Dominic Toretto,"{`"Fast and Furious`"}",t,{135},The Fast and the Furious
Dominic Toretto,"{`"Fast & Furious`"}",t,{135},The Fast and the Furious
Dominic Toretto,"{`"Fast and the Furious`"}",t,{135},The Fast and the Furious
Luke Hobbs,{F&F},t,{136},The Fast and the Furious
Luke Hobbs,"{`"Fast and Furious`"}",t,{136},The Fast and the Furious
Luke Hobbs,"{`"Fast & Furious`"}",t,{136},The Fast and the Furious
Luke Hobbs,"{`"Fast and the Furious`"}",t,{136},The Fast and the Furious
Agent Zero,{Origins},f,{137},FOX
Agent Zero,{Fox},f,{137},FOX
Ajax,{FOX},f,{138},FOX
Cristina,{FOX},f,{139},FOX
Angel Dust,{FOX},f,{139},FOX
Cable,{FOX},f,{140},FOX
Cable,"{`"X-Men Cinematic Universe`"}",f,{140},FOX
Cable,{XCU},f,{140},FOX
Callisto,{FOX},f,{141},FOX
Callisto,"{`"X-Men Cinematic Universe`"}",f,{141},FOX
Callisto,{XCU},f,{141},FOX
Callisto,"{`"Last Stand`"}",f,{141},FOX
Cyclops,{FOX},f,{142},FOX
Cyclops,"{`"X-Men Cinematic Universe`"}",f,{142},FOX
Cyclops,{XCU},f,{142},FOX
Cyclops,"{X-Men,films}",f,{142},FOX
Deadpool,{FOX},f,{143},FOX films
Deadpool,"{`"X-Men Cinematic Universe`"}",f,{143},FOX films
Deadpool,{XCU},f,{143},FOX films
Deadpool,{films},f,{143},FOX films
Deadpool,{movies},f,{143},FOX films
Deadpool,{Origins},f,{144},X-Men Origins: Wolverine
Barakapool,{Origins},t,{144},X-Men Origins: Wolverine
Domino,"{`"X-Men Cinematic Universe`"}",f,{145},FOX X-Men
Domino,{XCU},f,{145},FOX X-Men
Domino,{FOX},f,{145},FOX X-Men
Firefist,"{`"X-Men Cinematic Universe`"}",f,{146},FOX X-Men
Firefist,{XCU},f,{146},FOX X-Men
Firefist,{FOX},f,{146},FOX X-Men
Gambit,"{`"X-Men Cinematic Universe`"}",f,{147},FOX X-Men
Gambit,{XCU},f,{147},FOX X-Men
Gambit,{FOX},f,{147},FOX X-Men
Gambit,{Origins},f,{147},FOX X-Men
Havok,"{`"X-Men Cinematic Universe`"}",f,{148},FOX X-Men
Havok,{XCU},f,{148},FOX X-Men
Havok,{FOX},f,{148},FOX X-Men
Iceman,"{`"X-Men Cinematic Universe`"}",f,{149},FOX X-Men
Iceman,{XCU},f,{149},FOX X-Men
Iceman,{FOX},f,{149},FOX X-Men
Juggernaut,"{`"Deadpool 2`"}",f,{150},Deadpool 2
Juggernaut,"{`"Last Stand`"}",f,{151},X-Men: The Last Stand
Juggernaut,{FOX},f,"{150,151}",FOX
Magneto,"{`"X-Men Cinematic Universe`"}",f,{152},FOX
Magneto,{XCU},f,{152},FOX
Magneto,{FOX},f,{152},FOX
Magneto,"{`"movie version`"}",f,{152},FOX
Magneto,{Foxverse},f,{152},FOX
Negasonic Teenage Warhead,"{`"X-Men Cinematic Universe`"}",f,{153},FOX
Negasonic Teenage Warhead,{XCU},f,{153},FOX
Negasonic Teenage Warhead,{FOX},f,{153},FOX
Negasonic Teenage Warhead,{Deadpool},f,{153},FOX
Negasonic Teenage Warhead,"{`"movie version`"}",f,{153},FOX
Negasonic Teenage Warhead,{Foxverse},f,{153},FOX
Psylocke,{FOX},f,{154},FOX
Psylocke,{Foxverse},f,{154},FOX
Pyro,"{`"X-Men Cinematic Universe`"}",f,{155},FOX
Pyro,{XCU},f,{155},FOX
Pyro,{FOX},f,{155},FOX
Pyro,"{`"movie version`"}",f,{155},FOX
Pyro,{Foxverse},f,{155},FOX
John Allerdyce,"{`"X-Men Cinematic Universe`"}",f,{155},FOX
John Allerdyce,{XCU},f,{155},FOX
John Allerdyce,{FOX},f,{155},FOX
John Allerdyce,"{`"movie version`"}",f,{155},FOX
John Allerdyce,{Foxverse},f,{155},FOX
Sebastian Shaw,"{`"X-Men Cinematic Universe`"}",f,{156},FOX
Sebastian Shaw,{XCU},f,{156},FOX
Sebastian Shaw,{FOX},f,{156},FOX
Sebastian Shaw,"{`"X-Men films`"}",f,{156},FOX
Sebastian Shaw,"{`"First Class`"}",f,{156},FOX
Sebastian Shaw,"{`"movie version`"}",f,{156},FOX
Sebastian Shaw,{Foxverse},f,{156},FOX
Sabretooth,"{`"X-Men Cinematic Universe`"}",f,{157},FOX
Sabretooth,{XCU},f,{157},FOX
Sabretooth,{FOX},f,{157},FOX
Sabretooth,"{`"X-Men films`"}",f,{157},FOX
Sabretooth,{Foxverse},f,{157},FOX
Victor Creed,"{`"X-Men Cinematic Universe`"}",f,{157},FOX
Victor Creed,{XCU},f,{157},FOX
Victor Creed,{FOX},f,{157},FOX
Victor Creed,"{`"X-Men films`"}",f,{157},FOX
Victor Creed,{Foxverse},f,{157},FOX
Wolverine,"{`"X-Men Cinematic Universe`"}",f,{158},FOX
Wolverine,{XCU},f,{158},FOX
Wolverine,{FOX},f,{158},FOX
Wolverine,"{`"X-Men films`"}",f,{158},FOX
Wolverine,{Foxverse},f,{158},FOX
Deadpool,{Foxverse},f,{143},FOX
X23-23,{FOX},f,{159},FOX
X23-23,{Foxverse},f,{159},FOX
X23-23,"{`"X-Men films`"}",f,{159},FOX
X23-23,"{`"X-Men Cinematic Universe`"}",f,{159},FOX
X23-23,{XCU},f,{159},FOX
X23-23,{Logan},f,{159},FOX
X-23,{FOX},f,{159},FOX
X-23,{Foxverse},f,{159},FOX
X-23,"{`"X-Men films`"}",f,{159},FOX
X-23,"{`"X-Men Cinematic Universe`"}",f,{159},FOX
X-23,{XCU},f,{159},FOX
X-23,{Logan},f,{159},FOX
Laura,{FOX},f,{159},FOX
Laura,{Foxverse},f,{159},FOX
Laura,"{`"X-Men films`"}",f,{159},FOX
Laura,"{`"X-Men Cinematic Universe`"}",f,{159},FOX
Laura,{XCU},f,{159},FOX
Laura,{Logan},f,{159},FOX
X-24,{FOX},f,{160},FOX
X-24,{Foxverse},f,{160},FOX
X-24,"{`"X-Men films`"}",f,{160},FOX
X-24,"{`"X-Men Cinematic Universe`"}",f,{160},FOX
X-24,{XCU},f,{160},FOX
X-24,{Logan},f,{160},FOX
Yukio,{FOX},f,{161},FOX
Yukio,{Foxverse},f,{161},FOX
Yukio,"{`"X-Men films`"}",f,{161},FOX
Yukio,"{`"X-Men Cinematic Universe`"}",f,{161},FOX
Yukio,{XCU},f,{161},FOX
Yukio,"{`"The Wolverine`"}",f,{161},FOX
Deathstrike,{FOX},f,{162},FOX
Deathstrike,{Foxverse},f,{162},FOX
Deathstrike,"{`"X-Men films`"}",f,{162},FOX
Deathstrike,"{`"X-Men Cinematic Universe`"}",f,{162},FOX
Deathstrike,{XCU},f,{162},FOX
Deathstrike,"{`"X-Men United`"}",f,{162},FOX
Dennis,{Spongebob},f,{914},The Spongebob SquarePants Movie
King Neptune,{Spongebob},f,{915},Spongebob
Larry the Lobster,{Spongebob},t,{916},Spongebob
Mermaid Man,{Spongebob},t,{917},Spongebob
Barnacle Boy,{Spongebob},t,{917},Spongebob
Squidward,{Spongebob},t,{919},Spongebob
Barugon,{Gamera},t,{163},Gamera
Heisei Gamera,{Trilogy},t,{164},The Gamera Trilogy
Guiron,{Gamera},t,{165},Gamera vs Guiron
Gyaos,{Gamera},t,{166},Heisei Gamera Trilogy
Iris,{Gamera},f,{167},Gamera
Iris,{Heisei},f,{167},Gamera
Jiger,{Gamera},t,{168},Gamera
Legion,{Gamera},f,{169},Gamera
Korg,{Ragnarok},f,{250},MCU
Godzilla,{Showa},f,{185},Showa Era
Godzilla,{2000},f,{183},Millennium Era
Godzilla,{Millennium},f,{183},Millennium Era
Godzilla,"{`"Final Wars`"}",f,{183},Millennium Era
Godzilla,{2016},f,{184},Shin Godzilla
Godzilla,{Shin},f,{184},Shin Godzilla
Shin Godzilla,{2016},t,{184},2016
Lockjaw,{MCU},f,{253},MCU
Monster Warrior Godzilla,{Comic},t,{4772},""
Godzilla,{Pipeworks},f,{6495},Pipeworks games
Godzilla,{Marvel},f,{1935},Marvel
Godzilla,"{`"Dark Horse`"}",f,{1922},Dark Horse Comics
Spider-Man,"{`"Ren (&|and) Stimpy`"}",f,{10787},Ren & Stimpy
Godzilla,"{`"Kingdom of Monsters`"}",f,{1926},IDW Trilogy
Godzilla,"{`"Rulers of Earth`"}",f,{1926},IDW Trilogy
Godzilla,"{`"in Hell`"}",f,{1927},Godzilla in Hell
Godzilla,{Cataclysm},f,{1928},Godzilla: Cataclysm
Godzilla,"{`"Rage Across Time`"}",f,{1929},Godzilla: Rage Across Time
Godzilla,{Composite},f,"{181,170}",Composite
Anguirus,"{`"Final Wars`"}",f,{172},Godzilla: Final Wars
Anguirus,{Godzilla},t,{171},Godzilla
King Kong,{1933},f,{192},Godzilla
King Kong,"{`"King Kong vs Godzilla`"}",f,{192},Godzilla
Gamera,{Heisei},f,{164},Heisei Era
Godzilla,{2019},f,{280},MonsterVerse
Godzilla,{KOTM},f,{280},MonsterVerse
X-24,"{`"X(-| )?Men (movie|film)s?`"}",f,{160},FOX
Yukio,"{`"X(-| )?Men (movie|film)s?`"}",f,{161},FOX
Deathstrike,"{`"X(-| )?Men (movie|film)s?`"}",f,{162},FOX
Zilla,{1998},f,{14373},1998
Godzilla,{1998},f,{14373},1998
King Kong,"{`"King Kong vs. Godzilla`"}",f,{192},Godzilla
King Kong,{KKvG},f,{192},Godzilla
King Kong,"{`"King Kong Escapes`"}",f,{192},Godzilla
King Kong,{KKE},f,{192},Godzilla
King Kong,"{`"Gold Key`"}",f,{2766},Gold Key/Monster Comics
King Kong,"{`"Monster Comics`"}",f,{2766},Gold Key/Monster Comics
King Kong,{Animated},f,{1060},Kong: The Animated Series
Lockjaw,{199999},f,{253},MCU
Lockjaw,{Inhumans},f,{253},MCU
Miek,"{`"Marvel Cinematic`"}",f,{250},MCU
Miek,{MCU},f,{250},MCU
Mothra,{1964},f,{207},Showa
Mothra,{Showa},f,{207},Showa
Mothra,{MVG},f,{207},Showa
Mothra,"{`"Mothra Vs. Godzilla`"}",f,{207},Showa
Mothra,"{`"Mothra vs Godzilla`"}",f,{207},Showa
Mothra,{DAM},f,{207},Showa
Mothra,"{`"Destroy All Monsters`"}",f,{207},Showa
Mothra,{GTTHM},f,{207},Showa
Mothra,"{`"Three-Headed Monster`"}",f,{207},Showa
Mothra,"{`"Three Headed Monster`"}",f,{207},Showa
Mothra,{EHOTD},f,{207},Showa
Mothra,"{`"Horror of the Deep`"}",f,{207},Showa
Mothra,{Heisei},f,{205},Heisei Era
Mothra,"{`"Godzilla vs Mothra`"}",f,{205},Heisei Era
Mothra,"{`"Godzilla vs. Mothra`"}",f,{205},Heisei Era
Mothra,{GvM},f,{205},Heisei Era
Mothra Leo,"{`"Mothra Trilogy`"}",t,{206},""
Mothra,"{`"Rage Across Time`"}",f,{1932},Godzilla: Rage Across Time
Miek,{199999},f,{250},MCU
Mothra,{Cataclysm},f,{1931},Godzilla: Cataclysm
Mothra,"{`"Final Wars`"}",f,{204},Godzilla: Final Wars
Karas,{Karas},t,{10788},Karas
Maes Hughes,"{`"Full ?metal`"}",t,{10789},Fullmetal Alchemist
Maes Hughes,{FMA:?B?},t,{10789},Fullmetal Alchemist
Frank Archer,"{`"Full ?metal`"}",t,{3418},Fullmetal Alchemist
Frank Archer,{FMA:?B?},t,{3418},Fullmetal Alchemist
Hohenheim,"{`"Full ?metal`"}",t,{3419},Fullmetal Alchemist
King Ghidorah,{Showa},t,{191},Godzilla
King Ghidorah,{Heisei},t,{191},Godzilla
King Ghidorah,{Millennium},t,{191},Godzilla
King Ghidorah,{anime},f,{4771},Godzilla Anime
King Ghidorah,"{`"Planet Eater`"}",f,{4771},Godzilla Anime
Desghidorah,{Mothra},t,{175},Mothra Trilogy
Monster X,"{`"Final Wars`"}",t,{203},Godzilla
Minilla,{Godzilla},t,{201},Godzilla
Minilla,{Showa},t,{201},Godzilla
Kamacuras,{Godzilla},t,{189},Godzilla
Kamacuras,{Showa},t,{189},Godzilla
Kamacuras,"{`"Final Wars`"}",t,{189},Godzilla
Kamacuras,{GFW},t,{189},Godzilla
Kumonga,{Godzilla},t,{194},Godzilla
Kumonga,{Showa},t,{194},Godzilla
Gorosaurus,{Godzilla},t,{186},Godzilla
Gorosaurus,{Showa},t,{186},Godzilla
Hedorah,{Godzilla},t,{187},Godzilla
Gigan,"{`"Final Wars`"}",t,{179},Godzilla
Gigan,"{`"Final War`"}",t,{179},Godzilla
Gigan,{Godzilla},t,{179},Godzilla
Gigan,{Showa},t,{179},Godzilla
Megalon,{Godzilla},t,{200},Godzilla
Jet Jaguar,{Godzilla},t,{188},Godzilla
Jet Jaguar,{Showa},t,{188},Godzilla
Jet Jaguar,{1973},t,{188},Godzilla
Jet Jaguar,"{`"Rulers of Earth`"}",f,{1930},Godzilla: Rulers of Earth
Mechagodzilla,{Showa},f,{197},Showa Era
Mechagodzilla,{1974},f,{197},Showa Era
Mechagodzilla,{Heisei},f,{196},Heisei Era
Mechagodzilla,{1993},f,{196},Heisei Era
Mechagodzilla II,{Heisei},t,{196},Heisei Era
Godzilla,{1954},t,{180},1954
Mechagodzilla II,{1993},t,{196},Heisei Era
Mechagodzilla,"{`"Ready Player One`"}",f,{291},Ready Player One
Mechagodzilla,{RPO},f,{291},Ready Player One
King Caesar,{Godzilla},t,{190},Godzilla
Titanosaurus,{Godzilla},t,{212},Godzilla
Rozan,{Godzilla},t,{6212},Godzilla
Godzilla,"{`"A Space Godzilla`"}",f,{6212},A Space Godzilla
Biollante,{Godzilla},t,{173},Godzilla
Biollante,{Cataclysm},f,{1924},Godzilla: Cataclysm
MOGUERA,{Godzilla},t,{202},Godzilla
Miek,{movie},f,{250},MCU
SpaceGodzilla,{Godzilla},t,{211},Godzilla
Kiryu,{Godzilla},f,{193},Godzilla
Millennium Mechagodzilla,{Godzilla},t,{193},Godzilla
Megaguirus,{Godzilla},t,{199},Godzilla
Orga,{Godzilla},t,{208},Godzilla
Ebirah,"{`"Final Wars`"}",f,{176},Godzilla
Ebirah,"{`"Final War`"}",f,{176},Godzilla
Ebirah,{Godzilla},f,{176},Godzilla
Ebirah,{Millennium},f,{176},Godzilla
Rodan,"{`"Final Wars`"}",f,{209},Godzilla: Final Wars
Rodan,"{`"Final War`"}",f,{209},Godzilla: Final Wars
Rodan,{Millennium},f,{209},Godzilla: Final Wars
Zilla,"{`"Final Wars`"}",f,{213},Godzilla: Final Wars
Zilla,"{`"Final War`"}",f,{213},Godzilla: Final Wars
Zilla,{Millennium},f,{213},Godzilla: Final Wars
Destoroyah,{Godzilla},t,{6496},Godzilla
Destoroyah,{Cataclysm},f,{1925},Godzilla: Cataclysm
Cybersaur,"{`"Dark Horse`"}",t,{1923},Dark Horse Comics
Cybersaur,"{`"King of the Monsters`"}",t,{1923},Dark Horse Comics
Bagorah,"{`"Dark Horse`"}",t,{1921},Dark Horse Comics
Bagorah,"{`"King of the Monsters`"}",t,{1921},Dark Horse Comics
All-Terraintula,"{`"Dark Horse`"}",t,{1920},Dark Horse Comics
All-Terraintula,"{`"King of the Monsters`"}",t,{1920},Dark Horse Comics
Fire Bird,{Godzilla},f,{1050},The Godzilla Power Hour
Fire Bird,"{`"Power Hour`"}",f,{1050},The Godzilla Power Hour
Zilla Junior,{Godzilla},t,{1051},Godzilla: The Series
Gargantuas,{Godzilla},f,{177},"Godzilla, Showa"
Gargantuas,{Showa},f,{177},"Godzilla, Showa"
Gargantuas,"{`"War of the Gargantuas`"}",f,{177},"Godzilla, Showa"
Gaira,{Godzilla},t,{177},"Godzilla, Showa"
Gaira,{Showa},t,{177},"Godzilla, Showa"
Gaira,"{`"War of the Gargantuas`"}",t,{177},"Godzilla, Showa"
Sanda,{Godzilla},t,{177},"Godzilla, Showa"
Sanda,{Showa},t,{177},"Godzilla, Showa"
Sanda,"{`"War of the Gargantuas`"}",t,{177},"Godzilla, Showa"
